id,question,answer_text,context,source,domain,split,question_type,no_of_hops,reasoning_type,span_start,span_end,evidence_relations
Medical-321f2f6d,"What staging system is used for throat cancer, and which parameters does it incorporate?","The AJCC TNM system is used, incorporating tumor size (T), lymph node involvement (N), and metastasis (M).",The AJCC TNM system is used for throat cancer staging. The AJCC TNM system incorporates tumor size (T). The AJCC TNM system incorporates lymph node involvement (N). The AJCC TNM system incorporates metastasis (M).,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Cancer staging uses the AJCC TNM system, incorporating tumor size (T), lymph node involvement (N), and metastasis (M)"", ""AJCC TNM staging includes Tis, T1, T2, T3, T4a, and T4b for tumor classification""]"
Medical-95bdfdba,Which symptoms should prompt consideration of throat cancer and subsequent diagnostic evaluation?,"Difficulty swallowing, sore throat, and voice changes should prompt evaluation for throat cancer.",Difficulty swallowing should prompt evaluation for throat cancer. A sore throat should prompt evaluation for throat cancer. Voice changes should prompt evaluation for throat cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Symptoms of throat cancer may include difficulty swallowing, sore throat, and changes in voice"", ""Imaging studies such as CT scan, MRI, PET/CT, and ultrasound are used for diagnosis and staging""]"
Medical-1892185a,What is the role of p16 protein in distinguishing subtypes of squamous cell carcinoma in the oropharynx?,p16 protein overexpression identifies HPV-mediated squamous cell carcinoma in the oropharynx.,p16 protein overexpression identifies HPV-mediated squamous cell carcinoma. p16 protein is used to distinguish subtypes of squamous cell carcinoma in the oropharynx.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""p16 protein overexpression is a surrogate biomarker for HPV-mediated throat cancer"", ""Squamous cell carcinoma is the most common type of throat cancer""]"
Medical-ade34649,"Which diagnostic procedures are used for tissue sampling in throat cancer, and why are they important?","Fine-needle aspiration, core needle biopsy, and endoscopic biopsies are used to obtain tissue for definitive diagnosis and biomarker testing.",Fine-needle aspiration is used for tissue sampling in throat cancer. Core needle biopsy is used for tissue sampling in throat cancer. Endoscopic biopsies are used for tissue sampling in throat cancer. Tissue sampling is important for definitive diagnosis. Tissue sampling is important for biomarker testing.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Fine-needle aspiration (FNA), core needle biopsy (CNB), and endoscopic biopsies are used for tissue sampling"", ""Biopsy is required for definitive diagnosis and biomarker testing""]"
Medical-cd4d3dd1,What factors are considered prognostic in treatment planning for throat cancer?,ECOG performance status and HPV/p16 status are prognostic factors in treatment planning.,ECOG performance status is a prognostic factor in treatment planning for throat cancer. HPV/p16 status is a prognostic factor in treatment planning for throat cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Performance status (ECOG) is a prognostic factor considered in treatment planning"", ""HPV/p16 status is a prognostic factor for throat cancer""]"
Medical-6624a28a,How is clinical stage of throat cancer determined prior to treatment?,"Clinical stage is determined by physical exam, imaging, and biopsy before treatment.",Clinical stage of throat cancer is determined by physical exam. Clinical stage of throat cancer is determined by imaging. Clinical stage of throat cancer is determined by biopsy. Clinical stage is determined before treatment.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Clinical stage is determined before treatment using physical exam, imaging, and biopsy"", ""Imaging studies such as CT scan, MRI, PET/CT, and ultrasound are used for diagnosis and staging""]"
Medical-60acb9ee,Which patients with throat cancer should undergo dental health assessment and why?,All patients should have dental health assessment before treatment as dental health impacts treatment planning and outcomes.,All patients with throat cancer should undergo dental health assessment. Dental health assessment impacts treatment planning for throat cancer. Dental health assessment impacts outcomes for throat cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Dental health assessment is important before treatment"", ""Surveillance includes dental health assessment""]"
Medical-ac502742,How can PD-L1 expression influence the treatment of throat cancer?,PD-L1 expression may guide immunotherapy treatment decisions in throat cancer.,PD-L1 expression may guide immunotherapy treatment decisions in throat cancer.,Medical,medical,train,Complex Reasoning,2,Multi-hop,0,78,"[""PD-L1 expression may guide immunotherapy treatment decisions"", ""Biomarker testing includes PD-L1""]"
Medical-6e4da4de,What are the main routes of metastasis in throat cancer and which distant sites are commonly involved?,"Throat cancer can spread to lymph nodes in the neck and to distant sites such as lungs, liver, or spine.",Throat cancer can spread to lymph nodes in the neck. Throat cancer can spread to distant sites such as the lungs. Throat cancer can spread to distant sites such as the liver. Throat cancer can spread to distant sites such as the spine.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Cancer can spread to lymph nodes in the neck and to distant sites such as lungs, liver, or spine"", ""Metastasis includes lungs, liver, and spine""]"
Medical-b6f1658b,What is the relationship between HPV status and the recommended biomarker testing in oropharyngeal cancer?,"HPV status is assessed by p16 (HPV) testing, which is recommended for all oropharyngeal cancer patients.",HPV status is assessed by p16 (HPV) testing. p16 (HPV) testing is recommended for all oropharyngeal cancer patients.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""p16 (HPV) testing is recommended for all patients with oropharyngeal cancer"", ""p16 protein overexpression is a surrogate biomarker for HPV-mediated throat cancer""]"
Medical-a0a1a141,"Which imaging modalities are used for both diagnosis and staging of throat cancer, and what is their role?","CT scan, MRI, PET/CT, and ultrasound are used for both diagnosis and staging to assess tumor extent and spread.",CT scan is used for both diagnosis and staging of throat cancer. MRI is used for both diagnosis and staging of throat cancer. PET/CT is used for both diagnosis and staging of throat cancer. Ultrasound is used for both diagnosis and staging of throat cancer. These imaging modalities assess tumor extent and spread.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Imaging studies such as CT scan, MRI, PET/CT, and ultrasound are used for diagnosis and staging"", ""Cancer staging uses the AJCC TNM system, incorporating tumor size (T), lymph node involvement (N), and metastasis (M)""]"
Medical-6e3e48fa,Which diagnostic procedures are essential for confirming a case of cutaneous B-cell lymphoma presenting with skin nodules?,"Skin exam, blood tests, imaging tests, biopsy, and immunophenotyping are essential for confirming CBCL with nodules.",Skin exam is essential for confirming cutaneous B-cell lymphoma with skin nodules. Blood tests are essential for confirming cutaneous B-cell lymphoma with skin nodules. Imaging tests are essential for confirming cutaneous B-cell lymphoma with skin nodules. Biopsy is essential for confirming cutaneous B-cell lymphoma with skin nodules. Immunophenotyping is essential for confirming cutaneous B-cell lymphoma with skin nodules.,Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Diagnosis of CBCL involves skin exam, blood tests, imaging tests, biopsy, and immunophenotyping"", ""Symptoms of CBCL include skin nodules and papules""]"
Medical-2529e505,What distinguishes cutaneous B-cell lymphoma from cutaneous T-cell lymphoma in terms of cell of origin and cancer subtype?,"CBCL originates from B lymphocytes and includes subtypes like PCMZL, PCFCL, and PC-DLBCL leg type, while CTCL originates from T lymphocytes.","Cutaneous B-cell lymphoma originates from B lymphocytes. Cutaneous B-cell lymphoma includes subtypes like PCMZL, PCFCL, and PC-DLBCL leg type. Cutaneous T-cell lymphoma originates from T lymphocytes.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""Cutaneous B-cell lymphoma (CBCL) starts in B cells"", ""CBCL subtypes include primary cutaneous marginal zone lymphoma (PCMZL), primary cutaneous follicle center lymphoma (PCFCL), and primary cutaneous diffuse large B-cell lymphoma, leg type (PC-DLBCL, leg type)"", ""Cutaneous T-cell lymphoma (CTCL) develops from abnormal T cells""]"
Medical-68e55e0e,"If a patient has papules under the skin and is diagnosed with a lymphoma subtype originating from B lymphocytes, which subtypes should be considered?","Primary cutaneous marginal zone lymphoma, primary cutaneous follicle center lymphoma, and primary cutaneous diffuse large B-cell lymphoma, leg type should be considered.","Primary cutaneous marginal zone lymphoma should be considered. Primary cutaneous follicle center lymphoma should be considered. Primary cutaneous diffuse large B-cell lymphoma, leg type should be considered.",Medical,medical,train,Complex Reasoning,2,Multi-hop,-1,-1,"[""CBCL subtypes include primary cutaneous marginal zone lymphoma (PCMZL), primary cutaneous follicle center lymphoma (PCFCL), and primary cutaneous diffuse large B-cell lymphoma, leg type (PC-DLBCL, leg type)"", ""CBCL appears as nodules or papules under the skin"", ""CBCL starts in B cells""]"
